,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.5109496804123576,0.8600320603655672,5.931658029556274
1,2,0.374364086567904,0.7164450450532738,5.673927068710327
2,3,0.35362472709719883,0.6855869202435702,5.700849533081055
3,4,0.3434985891323198,0.6793279347234759,5.631200075149536
4,5,0.3383454113747134,0.6774404490816182,5.607037544250488
5,6,0.33524161241384165,0.668835613748123,5.61278510093689
6,7,0.33359103528500506,0.6709196508016394,5.695825099945068
7,8,0.3325529450437788,0.6713930890392298,5.656780481338501
8,9,0.3322155623499191,0.6711400108005123,5.753243446350098
9,10,0.3319685876821027,0.6714861939350764,5.900802373886108
